Loan Term,Loan Amount,Loan Provider,Loan Product,Average APR,Source,Date Extracted
60, 17000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:55
60, 17000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, Lending Works, Personal Loan, 8.3, Moneyfacts, 2020-07-02 22:46:55
60, 17000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:55
60, 17000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:55
60, 17000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:55
60, 18000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:57
60, 18000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:57
60, 18000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:57
60, 18000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, M\u0026s Bank, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, M\u0026s Bank, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, SANTANDER, Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:57
60, 18000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:57
60, 18000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, Lending Works, Personal Loan, 8.3, Moneyfacts, 2020-07-02 22:46:57
60, 18000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:57
60, 18000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:57
60, 18000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:57
60, 19000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:46:59
60, 19000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:46:59
60, 19000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:59
60, 19000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, M\u0026s Bank, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, M\u0026s Bank, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, SANTANDER, Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:46:59
60, 19000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:59
60, 19000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, Lending Works, Personal Loan, 8.3, Moneyfacts, 2020-07-02 22:46:59
60, 19000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:46:59
60, 19000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:46:59
60, 19000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:46:59
60, 20000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, NATWEST, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:00
60, 20000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:00
60, 20000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, M\u0026s Bank, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, M\u0026s Bank, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, SANTANDER, Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Ulster Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:47:00
60, 20000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:00
60, 20000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, Lending Works, Personal Loan, 8.2, Moneyfacts, 2020-07-02 22:47:00
60, 20000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:47:00
60, 20000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:47:00
60, 20000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:47:00
60, 21000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, NATWEST, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:02
60, 21000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:02
60, 21000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:02
60, 21000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:02
60, 21000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:02
60, 21000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Ulster Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:47:02
60, 21000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:02
60, 21000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:47:02
60, 21000, M\u0026s Bank, Existing Customer Personal Loan, 6.8, Moneyfacts, 2020-07-02 22:47:02
60, 21000, M\u0026s Bank, Personal Loan, 6.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, Lending Works, Personal Loan, 8.2, Moneyfacts, 2020-07-02 22:47:02
60, 21000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:47:02
60, 21000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:47:02
60, 21000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:47:02
60, 22000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, NATWEST, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:04
60, 22000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:04
60, 22000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:04
60, 22000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:04
60, 22000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:04
60, 22000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Ulster Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:47:04
60, 22000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:04
60, 22000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:47:04
60, 22000, M\u0026s Bank, Existing Customer Personal Loan, 6.8, Moneyfacts, 2020-07-02 22:47:04
60, 22000, M\u0026s Bank, Personal Loan, 6.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, Lending Works, Personal Loan, 8.2, Moneyfacts, 2020-07-02 22:47:04
60, 22000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:47:04
60, 22000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:47:04
60, 22000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:47:04
60, 23000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, NATWEST, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Mbna Limited, Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Tesco Bank, Online Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Tesco Bank, Telephone Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Post Office Money®, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Clydesdale Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Yorkshire Bank, Personal Loan, 3.2, Moneyfacts, 2020-07-02 22:47:06
60, 23000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:06
60, 23000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Bank Of Ireland Uk, Online Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:06
60, 23000, HALIFAX, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:06
60, 23000, HALIFAX, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:47:06
60, 23000, SANTANDER, Existing Customer Personal Loan , 3.5, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Ulster Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, John Lewis Financial Services, Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:47:06
60, 23000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Barclays Bank, Existing Premier Account Customer Barclayloan, 5.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, HSBC, Existing Customer Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:06
60, 23000, HSBC, Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Barclays Bank, Existing Current Account Customer Barclayloan, 6.8, Moneyfacts, 2020-07-02 22:47:06
60, 23000, M\u0026s Bank, Existing Customer Personal Loan, 6.8, Moneyfacts, 2020-07-02 22:47:06
60, 23000, M\u0026s Bank, Personal Loan, 6.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, Lending Works, Personal Loan, 8.2, Moneyfacts, 2020-07-02 22:47:06
60, 23000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:47:06
60, 23000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:47:06
60, 23000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:47:06
60, 24000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:47:07
60, 24000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:47:07
60, 24000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:07
60, 24000, NATWEST, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:07
60, 24000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:47:07
